Numero_OL,Dia_Ocorrencia,Dia_Abertura,Status,Responsavel,Tipo_Projeto,Produto,Lote,Ensaio,Protocolo/Metodo,Parametro,Nome_Sequencia,Diretorio,Tipo_de_Erro,Ocorrencia,Avaliação,Classificação,Causa_Raiz,Criticidade,Data_atualização,Atualizado_Por,Status_Final
2025_OL_0402,26/07/2025,26/07/2025,Finalizado,Kaique Aragão,Sumário de Validação,Produto_15,BAN96b,N_250,Protocolo_34,Linearidade,SEQ_2,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Revisão ou Checagem,Baixa,01/08/2025,Lucas Correia,Aprovado
2025_OL_0403,26/07/2025,28/07/2025,Finalizado,José Miguel Vieira,Estabilidade,Produto_24,BAN7ed,N_281,Protocolo_6,Exatidão,SEQ_59,Banco/Degradação/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,28/07/2025,Yan Mendonça,Aprovado
2025_OL_0404,27/07/2025,31/07/2025,Finalizado,Liz Cunha,Estabilidade,Produto_17,BAN9ad,N_290,Protocolo_8,Degradação Forçada,SEQ_15,Banco/Substancias/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,10/08/2025,Yago Rios,Aprovado
2025_OL_0405,27/07/2025,27/07/2025,Finalizado,Maria Sophia Pereira,Estabilidade,Produto_24,BAN88a,N_325,Protocolo_35,Linearidade,SEQ_115,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,27/07/2025,Pietro Câmara,Aprovado
2025_OL_0406,27/07/2025,29/07/2025,Finalizado,Srta. Rebeca Costa,Solicitação de Analise,Produto_12,BAN89b,N_211,Protocolo_64,Linearidade,SEQ_31,Banco/Degradação/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Erro Isolado,Baixa,04/08/2025,Gabriel Cardoso,Aprovado
2025_OL_0407,27/07/2025,30/07/2025,Finalizado,Aurora Fogaça,Outros,Produto_15,BAN855,N_220,Protocolo_99,Linearidade,SEQ_125,Banco/Solventes Residuais/Sequencias,Metodologia,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Erro Isolado,Média,30/07/2025,Diogo Peixoto,Aprovado
2025_OL_0408,28/07/2025,01/08/2025,Finalizado,Evelyn Almeida,Liberação,Produto_3,BAN94c,N_230,Protocolo_32,Linearidade,SEQ_4,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Sobrecarga de Trabalho,Média,02/08/2025,Vicente Ramos,Aprovado
2025_OL_0409,28/07/2025,28/07/2025,Finalizado,Bryan Barbosa,Estabilidade,Produto_17,BAN878,N_296,Protocolo_76,Precisão,SEQ_111,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Treinamento Adequado,Média,02/08/2025,Ryan Pastor,Aprovado
2025_OL_0410,28/07/2025,01/08/2025,Finalizado,Dra. Maya Moura,Outros,Produto_9,BAN850,N_341,Protocolo_50,Linearidade,SEQ_17,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Erro Isolado,Média,02/08/2025,Marcelo Rios,Aprovado
2025_OL_0411,28/07/2025,30/07/2025,Finalizado,Rhavi Porto,Impurezas Elementares,Produto_6,BAN9af,N_278,Protocolo_6,Linearidade,SEQ_108,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,03/08/2025,Sophia Nogueira,Aprovado
2025_OL_0412,28/07/2025,30/07/2025,Finalizado,Ravi Leão,Transferencia Analítica,Produto_17,BAN827,N_298,Protocolo_69,Robustez,SEQ_81,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,05/08/2025,Rafaela Cavalcanti,Aprovado
2025_OL_0413,28/07/2025,31/07/2025,Finalizado,Olívia Siqueira,Sumário de Validação,Produto_13,BAN824,N_347,Protocolo_75,Degradação Forçada,SEQ_134,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Revisão ou Checagem,Média,09/08/2025,Enrico Peixoto,Aprovado
2025_OL_0414,29/07/2025,29/07/2025,Finalizado,Bella Rezende,Sumário de Validação,Produto_14,BAN87f,N_202,Protocolo_66,Exatidão,SEQ_103,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Procedimento ou Método Inadequado,Média,07/08/2025,Jade Barbosa,Aprovado
2025_OL_0415,31/07/2025,02/08/2025,Finalizado,Dra. Ágatha Fernandes,Estabilidade,Produto_8,BAN8b4,N_268,Protocolo_14,Exatidão,SEQ_7,Banco/Estabilidade/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,09/08/2025,Ravy Barros,Aprovado
2025_OL_0416,31/07/2025,01/08/2025,Finalizado,Yago Marques,Solventes Residuais,Produto_6,BAN7d8,N_288,Protocolo_81,Linearidade,SEQ_34,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,10/08/2025,Luiz Felipe Araújo,Aprovado
2025_OL_0417,02/08/2025,05/08/2025,Finalizado,Bárbara da Mota,Estabilidade,Produto_7,BAN835,N_301,Protocolo_26,Linearidade,SEQ_55,Banco/Degradação/Sequencias,Máquina,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Procedimento ou Método Inadequado,Média,14/08/2025,Pedro Lucas Fernandes,Aprovado
2025_OL_0418,02/08/2025,04/08/2025,Finalizado,Gustavo Henrique Duarte,Solicitação de Analise,Produto_5,BAN7d0,N_238,Protocolo_17,Exatidão,SEQ_44,Banco/Solventes Residuais/Sequencias,Meio Ambiente,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,05/08/2025,Dra. Lavínia Peixoto,Aprovado
2025_OL_0419,03/08/2025,05/08/2025,Finalizado,Dr. Marcos Vinicius Pires,Outros,Produto_23,BAN994,N_257,Protocolo_48,Exatidão,SEQ_111,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Preparo de Solução,Outros,Média,09/08/2025,Luiz Henrique das Neves,Aprovado
2025_OL_0420,03/08/2025,07/08/2025,Finalizado,Rafaela Mendonça,Sumário de Validação,Produto_4,BAN9bc,N_340,Protocolo_21,Degradação Forçada,SEQ_108,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Revisão ou Checagem,Média,13/08/2025,Josué Sá,Aprovado
2025_OL_0421,03/08/2025,06/08/2025,Finalizado,Ana Sophia da Cunha,Estabilidade,Produto_4,BAN97e,N_331,Protocolo_24,Linearidade,SEQ_107,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,07/08/2025,Brenda Ribeiro,Aprovado
2025_OL_0422,04/08/2025,06/08/2025,Finalizado,Júlia Teixeira,Outros,Produto_19,BAN7ec,N_236,Protocolo_44,Linearidade,SEQ_103,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,12/08/2025,Mathias Costa,Aprovado
2025_OL_0423,04/08/2025,08/08/2025,Finalizado,Sr. João Miguel Cardoso,Estabilidade,Produto_18,BAN85a,N_222,Protocolo_85,Exatidão,SEQ_115,Banco/Degradação/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Procedimento ou Método Inadequado,Baixa,12/08/2025,Srta. Evelyn Barbosa,Aprovado
2025_OL_0424,04/08/2025,04/08/2025,Finalizado,Sr. Bento Alves,Validação Anlítica,Produto_19,BAN87a,N_333,Protocolo_51,Exatidão,SEQ_25,Banco/Degradação/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,12/08/2025,Valentina Lopes,Aprovado
2025_OL_0425,04/08/2025,06/08/2025,Finalizado,Emilly Sousa,Solicitação de Analise,Produto_6,BAN892,N_228,Protocolo_36,Linearidade,SEQ_71,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Documentação,Erro Isolado,Média,08/08/2025,João Pedro Carvalho,Aprovado
2025_OL_0426,04/08/2025,08/08/2025,Finalizado,Carolina Costela,Fotoestabilidade,Produto_18,BAN97d,N_304,Protocolo_61,Exatidão,SEQ_61,Banco/Substancias/Sequencias,Meio Ambiente,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,09/08/2025,Valentim Castro,Aprovado
2025_OL_0427,06/08/2025,08/08/2025,Finalizado,Ana Clara Câmara,Solicitação de Analise,Produto_23,BAN808,N_234,Protocolo_75,Robustez,SEQ_33,Banco/Estabilidade/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,17/08/2025,Stephany Camargo,Aprovado
2025_OL_0428,07/08/2025,08/08/2025,Finalizado,Helena da Luz,Outros,Produto_24,BAN91a,N_293,Protocolo_94,Exatidão,SEQ_41,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Erro Isolado,Média,08/08/2025,Igor da Mata,Aprovado
2025_OL_0429,07/08/2025,08/08/2025,Finalizado,Henrique Machado,Estabilidade,Produto_11,BAN96f,N_232,Protocolo_43,Linearidade,SEQ_90,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Falta de Revisão ou Checagem,Média,12/08/2025,Valentim Costa,Aprovado
2025_OL_0430,07/08/2025,08/08/2025,Finalizado,Benjamim Sousa,Transferencia Analítica,Produto_12,BAN987,N_330,Protocolo_52,Degradação Forçada,SEQ_37,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,08/08/2025,Danilo Nunes,Aprovado
2025_OL_0431,08/08/2025,12/08/2025,Finalizado,Ravi da Rocha,Estabilidade,Produto_2,BAN92d,N_290,Protocolo_95,Linearidade,SEQ_27,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,17/08/2025,Maria Isis Porto,Aprovado
2025_OL_0432,10/08/2025,10/08/2025,Finalizado,Samuel Andrade,Estabilidade,Produto_1,BAN8ee,N_344,Protocolo_14,Degradação Forçada,SEQ_93,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,18/08/2025,Evelyn Barros,Aprovado
2025_OL_0433,11/08/2025,14/08/2025,Finalizado,Guilherme Cardoso,Transferencia Analítica,Produto_6,BAN870,N_238,Protocolo_27,Estabilidade Bancada,SEQ_149,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Baixa,18/08/2025,Dra. Marina Sousa,Aprovado
2025_OL_0434,11/08/2025,11/08/2025,Finalizado,Benjamim Pacheco,Sumário de Validação,Produto_7,BAN986,N_304,Protocolo_21,Linearidade,SEQ_143,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Sobrecarga de Trabalho,Média,16/08/2025,Laura da Paz,Aprovado
2025_OL_0435,11/08/2025,12/08/2025,Finalizado,Gustavo Henrique Barbosa,Estabilidade,Produto_17,BAN8c3,N_235,Protocolo_84,Linearidade,SEQ_130,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Erro Isolado,Média,18/08/2025,Noah Almeida,Aprovado
2025_OL_0436,12/08/2025,13/08/2025,Finalizado,Sr. Brayan Camargo,Estabilidade,Produto_16,BAN8fa,N_348,Protocolo_94,Robustez,SEQ_97,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Procedimento ou Método Inadequado,Média,15/08/2025,Oliver Silveira,Aprovado
2025_OL_0437,13/08/2025,14/08/2025,Finalizado,Emilly Novais,Solventes Residuais,Produto_1,BAN8ca,N_213,Protocolo_58,Linearidade,SEQ_62,Banco/Estabilidade/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,19/08/2025,Marcelo Cunha,Aprovado
2025_OL_0438,14/08/2025,17/08/2025,Finalizado,Fernando Ramos,Outros,Produto_1,BAN8ab,N_240,Protocolo_38,Robustez,SEQ_133,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,26/08/2025,Mateus Rocha,Aprovado
2025_OL_0439,14/08/2025,17/08/2025,Finalizado,Sra. Olívia Abreu,Estabilidade,Produto_16,BAN829,N_302,Protocolo_26,Linearidade,SEQ_89,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,19/08/2025,Alana Andrade,Aprovado
2025_OL_0440,16/08/2025,19/08/2025,Finalizado,Rodrigo Caldeira,Estabilidade,Produto_19,BAN8ee,N_262,Protocolo_76,Linearidade,SEQ_40,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Procedimento ou Método Inadequado,Média,21/08/2025,Dr. Renan Macedo,Aprovado
2025_OL_0441,16/08/2025,19/08/2025,Finalizado,Evelyn Cavalcanti,Sumário de Validação,Produto_7,BAN9b6,N_241,Protocolo_2,Robustez,SEQ_20,Banco/Solventes Residuais/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,20/08/2025,Dra. Liz da Cunha,Aprovado
2025_OL_0442,17/08/2025,20/08/2025,Finalizado,Sr. Emanuel Mendes,Solventes Residuais,Produto_5,BAN8c4,N_237,Protocolo_93,Exatidão,SEQ_56,Banco/Solventes Residuais/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,28/08/2025,Sabrina Cavalcanti,Aprovado
2025_OL_0443,19/08/2025,23/08/2025,Finalizado,Sr. Samuel Camargo,Estabilidade,Produto_11,BAN90a,N_252,Protocolo_79,Robustez,SEQ_22,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,29/08/2025,Vinícius da Mata,Aprovado
2025_OL_0444,20/08/2025,20/08/2025,Finalizado,Eduardo Novais,Estabilidade,Produto_12,BAN813,N_297,Protocolo_86,Linearidade,SEQ_89,Banco/Estabilidade/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Erro Isolado,Média,24/08/2025,Murilo Costa,Aprovado
2025_OL_0445,20/08/2025,24/08/2025,Finalizado,Sra. Milena Moraes,Estabilidade,Produto_9,BAN8d0,N_290,Protocolo_30,Exatidão,SEQ_73,Banco/Substancias/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,27/08/2025,Ravi Câmara,Aprovado
2025_OL_0446,21/08/2025,21/08/2025,Finalizado,Davi Porto,Liberação,Produto_14,BAN821,N_212,Protocolo_12,Linearidade,SEQ_122,Banco/Substancias/Sequencias,Metodologia,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Procedimento ou Método Inadequado,Média,26/08/2025,Henry Gabriel Souza,Aprovado
2025_OL_0447,22/08/2025,25/08/2025,Finalizado,Isabela Moura,Estabilidade,Produto_17,BAN9ab,N_316,Protocolo_65,Degradação Forçada,SEQ_52,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,30/08/2025,Igor Câmara,Reprovado
2025_OL_0448,22/08/2025,24/08/2025,Finalizado,Maya Moraes,Sumário de Validação,Produto_5,BAN8af,N_261,Protocolo_85,Degradação Forçada,SEQ_109,Banco/Solventes Residuais/Sequencias,Material,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,31/08/2025,Isadora Vieira,Aprovado
2025_OL_0449,23/08/2025,23/08/2025,Finalizado,Luana Silveira,Liberação,Produto_10,BAN99c,N_255,Protocolo_84,Estabilidade Bancada,SEQ_32,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Revisão ou Checagem,Média,30/08/2025,Cecilia Rezende,Aprovado
2025_OL_0450,23/08/2025,23/08/2025,Finalizado,Sra. Maria Sophia Lima,Outros,Produto_15,BAN9b2,N_277,Protocolo_47,Exatidão,SEQ_114,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Procedimento ou Método Inadequado,Média,28/08/2025,Cauã Ribeiro,Aprovado
2025_OL_0451,24/08/2025,25/08/2025,Finalizado,Vinícius Almeida,Solicitação de Analise,Produto_21,BAN8b8,N_300,Protocolo_29,Exatidão,SEQ_132,Banco/Degradação/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Erro Isolado,Média,29/08/2025,Calebe Fernandes,Reprovado
2025_OL_0452,24/08/2025,26/08/2025,Finalizado,Gabriel Teixeira,Solicitação de Analise,Produto_14,BAN833,N_349,Protocolo_100,Linearidade,SEQ_136,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Erro Isolado,Média,26/08/2025,Manuela Macedo,Aprovado
2025_OL_0453,25/08/2025,27/08/2025,Finalizado,Isabelly Sales,Estabilidade,Produto_23,BAN8e0,N_308,Protocolo_72,Linearidade,SEQ_130,Banco/Estabilidade/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Alta,04/09/2025,Igor Ramos,Aprovado
2025_OL_0454,25/08/2025,29/08/2025,Finalizado,Maria Isis Cassiano,Solventes Residuais,Produto_15,BAN94a,N_304,Protocolo_36,Linearidade,SEQ_137,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,07/09/2025,Gael Henrique Pereira,Aprovado
2025_OL_0455,25/08/2025,27/08/2025,Finalizado,Daniela Alves,Outros,Produto_2,BAN8a9,N_272,Protocolo_16,Exatidão,SEQ_125,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Erro Isolado,Média,01/09/2025,Mathias Nunes,Reprovado
2025_OL_0456,25/08/2025,28/08/2025,Finalizado,Benjamin Machado,Estabilidade,Produto_19,BAN8be,N_206,Protocolo_82,Robustez,SEQ_46,Banco/Degradação/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,03/09/2025,Luiz Felipe Fernandes,Aprovado
2025_OL_0457,26/08/2025,29/08/2025,Finalizado,Dr. Francisco da Paz,Outros,Produto_18,BAN94a,N_321,Protocolo_93,Degradação Forçada,SEQ_121,Banco/Degradação/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Equipamento,Sobrecarga de Trabalho,Média,07/09/2025,Kevin da Rocha,Aprovado
2025_OL_0458,26/08/2025,29/08/2025,Finalizado,Kevin Moraes,Solventes Residuais,Produto_13,BAN925,N_305,Protocolo_4,Linearidade,SEQ_35,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,05/09/2025,Dr. Gael Henrique Campos,Aprovado
2025_OL_0459,27/08/2025,28/08/2025,Finalizado,Diego Câmara,Estabilidade,Produto_6,BAN8b8,N_288,Protocolo_50,Linearidade,SEQ_94,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,30/08/2025,Dra. Carolina Novais,Aprovado
2025_OL_0460,29/08/2025,02/09/2025,Finalizado,Eduarda Correia,Transferencia Analítica,Produto_1,BAN829,N_249,Protocolo_95,Linearidade,SEQ_118,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,02/09/2025,Maria Flor Vieira,Aprovado
2025_OL_0461,29/08/2025,31/08/2025,Finalizado,Enzo da Mata,Outros,Produto_5,BAN841,N_284,Protocolo_85,Exatidão,SEQ_34,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,10/09/2025,Gustavo Henrique Fogaça,Aprovado
2025_OL_0462,29/08/2025,29/08/2025,Finalizado,Srta. Caroline Alves,Estabilidade,Produto_24,BAN9c1,N_313,Protocolo_94,Linearidade,SEQ_99,Banco/Teor/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Revisão ou Checagem,Média,06/09/2025,Sra. Natália da Mata,Aprovado
2025_OL_0463,30/08/2025,01/09/2025,Finalizado,Srta. Maria Julia Sales,Sumário de Validação,Produto_24,BAN888,N_206,Protocolo_28,Degradação Forçada,SEQ_146,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,07/09/2025,Otto Peixoto,Reprovado
2025_OL_0464,30/08/2025,02/09/2025,Finalizado,Sr. Theo Gonçalves,Estabilidade,Produto_23,BAN826,N_322,Protocolo_30,Exatidão,SEQ_26,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,12/09/2025,Joana Borges,Aprovado
